datestamp,subject,relation,identifier,rights,language,contributor,type,type - dcmi recommendation,description,source,title,creator,date,format,format - mediatype,format - subtype,publisher,coverage,record id
2020-10-07T13:30:10Z,,http://pbc.biaman.pl/Content/806,clarind-uds:poldilemma-806,CC BY NC SA,pol,,starodruk,text,ilość skanów: 22 ; sygn. St-270,,"Obiasnienie względem sądów assessorskich, y na nich kanclerskiey władzy z responsem na skrypt pod tytułem: Przyczyny na fundamencie praw oyczystych [...].",,1764-01-01T00:00:00Z,application/xml,application,xml,s.n.,,oai:fedora.clarin-d.uni-saarland.de:clarind-uds:poldilemma-806
,,,hdl:11858/00-246C-0000-0023-8D36-1,CC BY NC SA,lat,,,,,,,,,,,,,,
2020-10-07T13:30:10Z,polska - polityka - 17-18 w.,http://www.pbc.rzeszow.pl/Content/8328,clarind-uds:poldilemma-8328,CC BY NC SA,pol,,starodruk,text,Na s. tyt. inf.: Roku 1730. do druku podany we Lwowie a roku 1779. na żądanie pewnego Ministra przedrukowany,Sygnatura oryginału: SD-845,"Skrupuł bez skrupułu w Polszcze, albo oświecenie grzechów narodowi naszemu polskiemu zwyczaynieyszych, a za grzechy niemianych : traktat po prostu te grzechy roztrząsaiący, na rozdziały podzielony, przez pewnego Polaka temiż grzechami grzesznego, ale żałuiącego. Na poprawę swoią y Ludzką","Jabłonowski, Jan Stanisław (1669-1731)",1779-01-01T00:00:00Z,application/xml,application,xml,s.n.,,oai:fedora.clarin-d.uni-saarland.de:clarind-uds:poldilemma-8328
,publicystyka polska - 18 w.,oai:www.pbc.rzeszow.pl:publication:9016,hdl:11858/00-246C-0000-0023-8D37-0,CC BY NC SA,lat,,,,Zawiera ryciny,,,,,,,,,,
2020-10-07T13:30:10Z,starodruki 17 w.,http://jbc.bj.uj.edu.pl/Content/84357,clarind-uds:poldilemma-84357,CC BY NC SA,pol,,starodruk,text,"Chodkiewiczowa, Anna Alojza (1600-1654). Adr. ded.","Biblioteka Jagiellońska, BJ St. Dr. 25517 I","Kazanie Na Rocznicy ś. pamięci Jasnie Wielmożnego Pana [...] Iana Karola Chodkiewicza [...] Woiewody Wileńskiego, Hetmana Wielkiego X. Lith: [...]","Rochowicz, Stanisław ( -1636)",1622-01-01T00:00:00Z,application/xml,application,xml,Drukarnia Leona Mamonicza,1601–1700,oai:fedora.clarin-d.uni-saarland.de:clarind-uds:poldilemma-84357
,,oai:jbc.bj.uj.edu.pl:publication:90966,hdl:11858/00-246C-0000-0023-8D39-C,CC BY NC SA,lat,,,,,,,,,,,,,,
2020-10-07T13:30:10Z,starodruki 18 w.,http://jbc.bj.uj.edu.pl/Content/84708,clarind-uds:poldilemma-84708,CC BY NC SA,pol,,starodruk,text,,"Biblioteka Jagiellońska, BJ St. Dr. 6810 I","Przydatek Do uwag zupełnemu stanowiących się szczęściu służących &c. Osobliwy : To iest Listow rozlicznych do delikatney o pozwoloną przyiaźń negocyacyi służących, tomikow dwa. T. 2, Kilkadziesiąt Listow, dalsze wierney Konkurencyi sukcesa zawieraiących Maiący","Zatorski, Aleksander Paweł Marian (1722-1752)",1760-01-01T00:00:00Z,application/xml,application,xml,nakł. aut.,1701–1800,oai:fedora.clarin-d.uni-saarland.de:clarind-uds:poldilemma-84708
,,oai:jbc.bj.uj.edu.pl:publication:91328,hdl:11858/00-246C-0000-0023-8D3A-A,CC BY NC SA,,,,,,,,,,,,,,,
2020-10-07T13:30:10Z,starodruki 17 w.,http://jbc.bj.uj.edu.pl/Content/84752,clarind-uds:poldilemma-84752,CC BY NC SA,pol,,starodruk,text,"Potocki, Piotr (-1657). Adr. ded.","Biblioteka Jagiellońska, BJ St. Dr. 18385 I",Complement ozdoby Starozytney Pilawie Przez [...] Mikolaia Z Potoka Potockiego Kasztelana Krakowskiego Y Hetmana Wielkiego Koronnego [...],"Borkowski, Modest (16..-post 1657)",1652-01-01T00:00:00Z,application/xml,application,xml,Drukarnia Jezuitów,1601–1700,oai:fedora.clarin-d.uni-saarland.de:clarind-uds:poldilemma-84752
,,oai:jbc.bj.uj.edu.pl:publication:91361,hdl:11858/00-246C-0000-0023-8D3B-8,CC BY NC SA,lat,,,,,,,,,,,,,,
2020-10-07T13:30:10Z,prawo państwowe - polska - 14-18 w.,http://www.pbc.rzeszow.pl/Content/8576,clarind-uds:poldilemma-8576,CC BY NC SA,pol,,starodruk,text,"Tyt., nazwa aut., wydawcy, miejsce i rok wyd. wg K. Estreicher: Bibliografia polska. T. 22 i 25",Sygnatura oryginału: SD-967,"Prawa miast polskich do władzy rządowey, wykonywającey i sądowniczey","Mędrzecki, Adam ( -1832)",1789-01-01T00:00:00Z,application/xml,application,xml,Druk. P. Dufour,,oai:fedora.clarin-d.uni-saarland.de:clarind-uds:poldilemma-8576
,rząd (organ państw.),oai:www.pbc.rzeszow.pl:publication:9288,hdl:11858/00-246C-0000-0023-8D3C-6,CC BY NC SA,lat,,,,Na s. tyt. wers: „władzy prawodawczey” wydrukowany na pasku papieru i naklejony w zastępstwie pierwotnych słów: „władzy rządowey”,,,,,,,,,,
2020-10-07T13:30:10Z,starodruki 18 w.,http://jbc.bj.uj.edu.pl/Content/85903,clarind-uds:poldilemma-85903,CC BY NC SA,pol,,starodruk,text,,"Biblioteka Jagiellońska, BJ St. Dr. 3196 II",Kamień Węgielny Na Kościoł Staraniem Y Nakładem JJ. W. W. Stanisława Y Rozalii Męcińskich Starostwa Wieluńskich Zakładany w Działoszynie 1786,,1786-01-01T00:00:00Z,application/xml,application,xml,s.n.,,oai:fedora.clarin-d.uni-saarland.de:clarind-uds:poldilemma-85903
,,oai:jbc.bj.uj.edu.pl:publication:92549,hdl:11858/00-246C-0000-0023-8D3D-4,CC BY NC SA,lat,,,,,,,,,,,,,,
2020-10-07T13:30:10Z,sejm - 14-18 w.,http://www.pbc.rzeszow.pl/Content/8919,clarind-uds:poldilemma-8919,CC BY NC SA,pol,,starodruk,text,,Sygnatura oryginału: Cz 5/St,O skutecznym rad sposobie albo O utrzymywaniu ordynaryinych seymów,"Konarski, Stanisław (1700-1773)",1760-01-01T00:00:00Z,application/xml,application,xml,W Drukarni J. K Mći y Rzpltey u XX Scholarum Piarum,,oai:fedora.clarin-d.uni-saarland.de:clarind-uds:poldilemma-8919
,polska - polityka - 14-18 w.,oai:www.pbc.rzeszow.pl:publication:9656,hdl:11858/00-246C-0000-0023-8D3E-2,CC BY NC SA,lat,,,,,,,,,,,,,,
,stare druki,,,,,,,,,,,,,,,,,,
2020-10-07T13:30:10Z,literatura polska - 17 w.,http://www.pbc.rzeszow.pl/Content/8936,clarind-uds:poldilemma-8936,CC BY NC SA,pol,"Plater, Tadeusz (tł.)",starodruk,text,Zawiera odręczne zapiski,Sygnatura oryginału: Cz 1/St,Mysli wybrane z francuskiego oraz Piesni z Sarbiewskiego Parodye toz wiersze na rozne materye przekładania Tadeusza Platera Starosty Dawlunskiego uczącego się w Konwikcie J. K. M. Wileńskim Sztuki Krasomówskiey i Rymotwórskiey,"Sarbiewski, Maciej Kazimierz (1595-1640) [et al.]",1780-01-01T00:00:00Z,application/xml,application,xml,W Drukarni Królewskiej przy Akademii,,oai:fedora.clarin-d.uni-saarland.de:clarind-uds:poldilemma-8936
,przekłady - 18 w.,oai:www.pbc.rzeszow.pl:publication:9673,hdl:11858/00-246C-0000-0023-8D3F-F,CC BY NC SA,lat,,,,Uszkodzone dwie pierwsze karty,,,,,,,,,,
,stare druki,,,,,,,,,,,,,,,,,,
2020-10-07T13:30:10Z,starodruki 18 w.,http://jbc.bj.uj.edu.pl/Content/94320,clarind-uds:poldilemma-94320,CC BY NC SA,pol,,starodruk,text,,"Biblioteka Jagiellońska, BJ St. Dr. 2429 I","Prawidła Początkowe Nauki obyczaiow, Do Poięcia Uczącey Się Młodzi Przystosowane","Skrzetuski, Kajetan Józef (1743-1806)",1793-01-01T00:00:00Z,application/xml,application,xml,s.n.,1701–1800,oai:fedora.clarin-d.uni-saarland.de:clarind-uds:poldilemma-94320
,,oai:jbc.bj.uj.edu.pl:publication:101279,hdl:11858/00-246C-0000-0023-8D40-9,CC BY NC SA,,,,,,,,,,,,,,,
2020-10-07T13:30:10Z,starodruki 17 w.,http://jbc.bj.uj.edu.pl/Content/94778,clarind-uds:poldilemma-94778,CC BY NC SA,pol,,starodruk,text,Jan II Kazimierz (król Polski ; 1609-1672). [Adr. ded.],"Biblioteka Jagiellońska, BJ St. Dr. 294387 I","Wiek Smiercią skrocony Naiasnieyszego Alexandra Carola, Polskiego, y Szwedskiego, Krolewica / Przez [...] X. Iakvba Ostrowskiego [...] Przy pogrzebie z żalem ogłoszony w Roku [...] M. DC. XXXV. Dnia Lutego VII","Ostrowski, Jakub ( -1638)",1635-01-01T00:00:00Z,application/xml,application,xml,Drukarnia Andrzeja Piotrkowczyka,1601–1700,oai:fedora.clarin-d.uni-saarland.de:clarind-uds:poldilemma-94778
,,oai:jbc.bj.uj.edu.pl:publication:101741,hdl:11858/00-246C-0000-0023-8D41-7,CC BY NC SA,,,,,"Słowikowski, Justus (ca 1595-1654). [Aut. ded.]",,,,,,,,,,
2020-10-07T13:30:10Z,corpus linguistics,www.fsmbook.com,clarind-uds:poldilemmatool,CC BY NC SA,pol,Prof. Dr. Roland Meyer,software,software,"Historical word forms may differ in orthography and/or grammatical categories. It is a linguistic challenge to make these old forms accessible. The PolDiLemma-Tool is a Python tool for generating possible middle Polish inflected word forms including the part of speech tags from a given (new) Polish word. It contains a middle Polish morphology in XFST-format (compiled and plain text) and a stemmer (Morfologik: full form lexicon and finite state based stemmer). Should run on Linux and Windows machines (tested on Ubuntu 12.04, Ubuntu 14.04, and Win 8). Note: The XFST-Tool needs to be downloaded separately from: www.fsmbook.com Morfologik requires JAVA.",,PolDiLemma-Tool,Humboldt-Universität zu Berlin; Institut für Slawistik; Prof. Dr. Roland Meyer,2013-2014,,,,"HU Berlin; Institut für Slawistik; Prof. Dr. Roland Meyer, Paul Burzlaff",,oai:fedora.clarin-d.uni-saarland.de:clarind-uds:poldilemmatool
,historical linguistics,http://morfologik.blogspot.de/,hdl:11858/00-246C-0000-0023-8CD2-B,CC BY NC SA,,Paul Burzlaff,,,,,,Paul Burzlaff,,,,,,,
,middle polish,Python,,,,Simon Ederer,,,,,,,,,,,,,
,finite state automata,,,,,,,,,,,,,,,,,,
,xfst,,,,,,,,,,,,,,,,,,
,stemmer,,,,,,,,,,,,,,,,,,
,morphology,,,,,,,,,,,,,,,,,,
2023-04-18T13:16:16Z,early modern english,"Royal Society Corpus Version 4.0 (next version), http://hdl.handle.org/21.11119/0000-0001-7E8B-6",clarind-uds:rsc,CC BY NC SA,eng,Elke Teich,collection,collection,"The Royal Society Corpus (RSC) is based on the first two centuries of the Philosophical Transactions of the Royal Society of London from its beginning in 1665 to 1869. It includes all publications of the journal written mainly in English and containing running text. The Philosophical Transactions was the first periodical of scientific writing in England. The RSC consists of approximately 35 million token and is encoded for text type (abstracts, articles), author, year of publication. Information about decade and 50-year periods are also available allowing for a diachronic analysis of different granularity. The corpus is tokenized and linguistically annotated for lemma and part-of-speech using TreeTagger (Schmid 1994, Schmid 1995). For spelling normalization we use a trained model of VARD (Baron and Rayson 2008). As a special feature, we encode with each unit (word token) its average surprisal, i.e. the average amount of information it encodes in number of bits, with words as units and trigram as contexts [cf. Genzel and Charniak 2002).",,The Royal Society Corpus,"Elke Teich, Lehrstuhl Englische Sprach- und Übersetzungswissenschaft, Fakultät P, Fachrichtung Sprachwissenschaft und Sprachtechnologie, Universität des Saarlandes, Campus A2.2, 66123 Saarbrücken, Germany",2016-01-01T00:00:00Z,text/xml,text,xml,"uds, Lehrstuhl Englische Sprach- und Übersetzungswissenschaft, Fakultät P, Fachrichtung Sprachwissenschaft und Sprachtechnologie",1665–1869,oai:fedora.clarin-d.uni-saarland.de:clarind-uds:rsc
,late modern english,"Kermes, Hannah, Stefania Degaetano, Ashraf Khamis, Jörg Knappen, and Elke Teich. 2016. “The Royal Society Corpus: From Uncharted Data to Corpus.” In Proceedings of the LREC 2016. Portoroz, Slovenia. http://www.lrec-conf.org/proceedings/lrec2016/summaries/792.html",hdl:11858/00-246C-0000-0023-8D26-7,,,Stefania Degaetano-Ortlieb,written corpus,text,,,,,,,,,,United Kingdom,
,science,,,,,Stefan Fischer,diachronic corpus,text,,,,,,,,,,,
,scientific english,,,,,Hannah Kermes,,,,,,,,,,,,,
,language change,,,,,Ashraf Khamis,,,,,,,,,,,,,
,,,,,,Jörg Knappen,,,,,,,,,,,,,
2023-04-18T13:50:25Z,early modern english,"Elke Teich, Stefania Degaetano-Ortlieb, Stefan Fischer, Hannah Kermes, Jörg Knappen, and Katrin Menzel, The Royal Society Corpus Version 6.0 Open (next version), hdl:21.11119/0000-0004-8E37-F",clarind-uds:rsc-v4,CC BY NC SA,eng,Elke Teich,collection,collection,"The Royal Society Corpus (RSC) is based on the first two centuries of the Philosophical Transactions of the Royal Society of London from its beginning in 1665 to 1869. It includes all publications of the journal written mainly in English and containing running text. The Philosophical Transactions was the first periodical of scientific writing in England. The RSC Version 4 consists of approximately 32 million tokens and is encoded for text type (abstracts, articles), author, year of publication. Information about decade and 50-year periods are also available allowing for a diachronic analysis of different granularity. We also annotate the two most important topics of each text according to a topic model consisting of 24 topics. The full topic model is also available for download. The corpus is tokenized and linguistically annotated for lemma and part-of-speech using TreeTagger (Schmid 1994, Schmid 1995). For spelling normalization we use a trained model of VARD (Baron and Rayson 2008). As a special feature, we encode with each unit (word token) its average surprisal, i.e. the average amount of information it encodes in number of bits, with words as units and trigram as contexts [cf. Genzel and Charniak 2002). The release 4.0 of the corpus includes an improved OCR correction and removal of non-text tokens like formulæ and tables.",,The Royal Society Corpus Version 4.0,"Elke Teich, Lehrstuhl Englische Sprach- und Übersetzungswissenschaft, Fakultät P, Fachrichtung Sprachwissenschaft und Sprachtechnologie, Universität des Saarlandes, Campus A2.2, 66123 Saarbrücken, Germany",2018-01-01T00:00:00Z,text/xml,text,xml,"uds, Lehrstuhl Englische Sprach- und Übersetzungswissenschaft, Fakultät P, Fachrichtung Sprachwissenschaft und Sprachtechnologie",1665–1869,oai:fedora.clarin-d.uni-saarland.de:clarind-uds:rsc-v4
,late modern english,"Kermes, Hannah, Stefania Degaetano, Ashraf Khamis, Jörg Knappen, and Elke Teich. 2016. “The Royal Society Corpus: From Uncharted Data to Corpus.” In Proceedings of the LREC 2016. Portoroz, Slovenia. http://www.lrec-conf.org/proceedings/lrec2016/summaries/792.html",hdl:21.11119/0000-0001-7E8B-6,,,Stefania Degaetano-Ortlieb,written corpus,text,,,,,,,,,,United Kingdom,
,science,"Teich, Elke, Stefania Degaetano-Ortlieb, Stefan Fischer, Hannah Kermes, Ashraf Khamis, and Jörg Knappen, ""The Royal Society Corpus"", hdl:11858/00-246C-0000-0023-8D26-7, 2016",,,,Stefan Fischer,diachronic corpus,text,,,,,,,,,,,
,scientific english,"Knappen, Jörg, Fischer, Stefan, Kermes, Hannah, Teich, Elke, and Fankhauser, Peter. 2017. ""The Making of the Royal Society Corpus."" In Proceedings of the NoDaLiDa 2017 Workshop on Processing Historical Language. Göteborg, Sweden. Linköping University Electronic Press. http://www.ep.liu.se/ecp/article.asp?issue=133%26article=003",,,,Hannah Kermes,,,,,,,,,,,,,
,language change,,,,,Jörg Knappen,,,,,,,,,,,,,
,,,,,,Katrin Menzel,,,,,,,,,,,,,
2020-10-07T13:30:10Z,voice database,,clarind-uds:saarbrueckerstimmdatenbank,Copyrighted,deu,Bogdan Woldert-Jokisz,collection,collection,"The Saarbrücker Stimmdatenbank is a collection of voice recordings from more than 2000 persons. Recordings are classified according to healthy and pathological voice profiles on the basis of the acoustic and electroglottographic signals. The speech signal and the EGG signal have been stored in separate files. Any comments about the recordings are contained in an associated text-file. The material can be queried through a web search interface, and the selecte audio files can be exported.",,Saarbrücker Stimmdatenbank,"Institut für Phonetik, Universität des Saarlandes",2004-01-01T00:00:00Z,text/plain,text,plain,"Institut für Phonetik, Universität des Saarlandes",Germany,oai:fedora.clarin-d.uni-saarland.de:clarind-uds:saarbrueckerstimmdatenbank
,healthy voice profile,,hdl:11858/00-246C-0000-0005-BD12-3,,,William J. Barry,,,"Die Saarbrücker Stimmdatenbank ist eine Sammlung von Sprachaufnahmen von über 2000 Personen. Die Aufnahmen wurden anhand der akustischen und elektroglottographischen Signale klassifiziert in gesunde und pathologische Sprachprofile. Das Sprachsignal und das EGG Signal sind in separaten Dateien gespeichert. Eventuelle Kommentare sind in einer Textdatei gespeichert. Die Datenbank kann über ein Webinterface abgefragt werden, ausgewählte Audiodateien können exportiert werden.",,,Database of healthy and pathological voices / Voice profiles DFG BA 737/9-6,,application/x-nsp,application,x-nsp,,1997–2004,
,pathological voice profile,,,,,Manfred Pützer,,,,,,,,audio/x-egg,audio,x-egg,,,
,acoustic signal,,,,,Manfred Just,,,,,,,,audio/x-wav,audio,x-wav,,,
,electroglottographic signal,,,,,Rossella Caradonna,,,,,,,,,,,,,
,,,,,,Christian Dressler,,,,,,,,,,,,,
,,,,,,Attilio Erriquez,,,,,,,,,,,,,
,,,,,,Tamara Hausmann,,,,,,,,,,,,,
,,,,,,Silke Jarmut,,,,,,,,,,,,,
,,,,,,Anja Moos,,,,,,,,,,,,,
,,,,,,Slavomir Tengowski,,,,,,,,,,,,,
,,,,,,Olga Trifsik,,,,,,,,,,,,,
,,,,,,Markus Walz,,,,,,,,,,,,,
,,,,,,Bogdan Woldert-Jokisz,,,,,,,,,,,,,
2020-10-07T13:30:10Z,corpus linguistics,"Wurm, A. (2008). Translatorische Wirkung: ein Beitrag zum Verständnis von Übersetzungsgeschichte als Kulturgeschichte am Beispiel deutscher Übersetzungen französischer Kochbücher in der Frühen Neuzeit. (A. Gil, J. Haller, & E. Steiner, Eds.) (p. 228). Frankfurt am Main, Berlin, Bern, Bruxelles, New York, Oxford, Wien: Peter Lang.",clarind-uds:sacoco,CC BY NC SA,deu,Andrea Wurm,dataset,dataset,"The Saarbrücken Cookbook Corpus is a diachronic corpus made up of cooking recipes organized into two different collections: historical and contemporary. The historical component contains a selection of recipes from different works. The full nomina of sources can be found listed as sources in the metadata. These recipes were collected and transcribed by Andrea Wurm as part of her PhD. For more information see Wurm 2007. The contemporary component contains cooking recipes from rezeptewiki.org. The selection criteria were temporal (only the last version of the recipe) and geographical (only recipes belonging to German speaking regions). The address of the wiki dump is provided in sources. ANNOTATION: The corpus contains two types of annotation: structural and positional. Structural annotation is written in XML and provides a description of the textual structure, on the one hand, and metatextual information and shallow semantics, on the other hand. STRUCTURAL ATTRIBUTES: metadata: id, collection, source, url, year, decade, period, language, ref; shallow semantics: type, course, cuisine, ingredient, method; structure: title, body, segment, paragraph, sentence. Positional annotation is provided at token level containing linguistic information. POSITIONAL ATTRIBUTES: word form; POS (TreeTagger, STTS tagset); lemma (TreeTagger); normalized form (automatic normalization using the algorithm described in Amoia and Martínez Martínez 2013).","Staindl 1569. Author: Staindl, Balthasar. Title: Ein sehr Künstlichs vnd nutzlichs Kochbuoch / vormals nye in so leicht / Mannen vnnd Frawen personen / von jnen selbst zu lernen / in Truck verfast vnd außgangen ist / Artlich in acht Bücher getheilt / sampt etlichen fast nutzen bewehrten Haußnotturfften oder künsten. Auch wie man Essig macht / vnd Wein guot behelt. Balthasar Staindl von Dillingen. M.D.LXVIIII. [1569 Augsburg: Matthäus Franck]. First edition: 1544 Augsburg: H. Steiner (Weiss 1996:511, Nr. 3683). Further editions: 1547 Augsburg: Valentin Ottmar, 1549 Frankfurt: Herman Gülfferich; 1552 Augsburg: Valentin Ottmar; 1575 Augsburg: M. Manger; 1575 Augsburg: Francke; 1582 Augsburg; 1586 Augsburg: Manger; 1596 Augsburg: Manger; 1608 Francke (Weiss 1996:511f., Nr. 3684f.); Ruf (1993:69) refers two editions in 1548 and 1589, probably Kudriaffsky. Comments: the edition used for this corpus is a reprint of the 1569 edition 1569 published in 1979 by Josef Stocker in Dietikon-Zürich.",SaCoCo Saarbrücken Cookbook Corpora,Marilisa Amoia,2013-01-01T00:00:00Z,text/xml,text,xml,Universität des Saarlandes,Germany,oai:fedora.clarin-d.uni-saarland.de:clarind-uds:sacoco
