datestamp,identifier,creator,format,format - mediatype,format - subtype,title,rights,date,relation,subject,description,language,type,type - dcmi recommendation,publisher,source,contributor,record id,record - header - setSpec
2021-07-29T07:14:41Z,doi:10.20375/0000-000E-6320-E,Prof. Dr. Miachel Autenrieth,application/pdf,application,pdf,"„Eine Bombe, und alles ist wieder in Ordnung“: Eine Analyse von Hasskommentaren auf den Facebook-Seiten reichweitenstarker deutscher Medien",KriPoZ,2021-07-29T07:14:41Z,hdl:21.11113/0000-000E-631F-1,,,,,,Kriminalpolitische Zeitschrift,"KriPoZ 2021, 204 ff.",,hdl:21.11113/0000-000E-6320-E,hdl:21.11113/0000-000E-6320-E
,hdl:21.11113/0000-000E-6320-E,Prof. Dr. Thomas Hestermann,,,,,,,,,,,,,,,,,
,,Prof. Dr. Elisa Hoven,,,,,,,,,,,,,,,,,
2017-12-05T12:52:46Z,doi:10.20375/0000-000B-C90F-3,"Mache, Beata",text/xml,text,xml,Universal-Kirchenzeitung-XML_035.xml,CC BY,2017-12-05T12:52:46Z,hdl:21.11113/0000-000B-C8F2-2,,,,,,,,,hdl:21.11113/0000-000B-C90F-3,hdl:21.11113/0000-000B-C90F-3
,hdl:21.11113/0000-000B-C90F-3,,,,,,,,,,,,,,,,,,
2020-02-24T14:47:42Z,doi:10.20375/0000-000C-D865-F,Institut für Zeitgeschichte München-Berlin / Leibniz Institute for Contemporary History (IfZ),text/vnd.dariah.dhrep.collection+turtle,text,turtle,Verbund_Promotion_oder_Habilitation,Institut für Zeitgeschichte München-Berlin (IfZ),2020-02-24T14:47:42Z,hdl:21.11113/0000-000C-D838-2,,,,,,,,,hdl:21.11113/0000-000C-D865-F,hdl:21.11113/0000-000C-D865-F
,hdl:21.11113/0000-000C-D865-F,,,,,,,,,,,,,,,,,,
2021-03-06T15:59:00Z,hdl:21.11113/0000-000D-FA8B-D,Herrmann,text/vnd.dariah.dhrep.collection+turtle,text,turtle,test upload small,ODC BY,2021-03-06T15:59:00Z,,,test upload small,,,,,,,hdl:21.11113/0000-000D-FA8B-D,hdl:21.11113/0000-000D-FA8B-D
,doi:10.20375/0000-000D-FA8B-D,,,,,,,,,,,,,,,,,,
2017-12-05T12:56:10Z,hdl:21.11113/0000-000B-C9DA-D,"Mache, Beata",application/pdf,application,pdf,Universal-Kirchenzeitung-Volltext_017.pdf,CC BY,2017-12-05T12:56:10Z,hdl:21.11113/0000-000B-C8F2-2,,,deu,,,,,,hdl:21.11113/0000-000B-C9DA-D,hdl:21.11113/0000-000B-C9DA-D
,doi:10.20375/0000-000B-C9DA-D,,pdf,application,pdf,,,,,,,,,,,,,,
2020-02-01T20:22:56Z,hdl:21.11113/0000-000C-B3A0-4,CC-Lizenz. Einige Rechte geschützt. Details in der Beschreibung,application/pdf,application,pdf,Samiras schreckliches Mittagessen,CC-Lizenz. Einige Rechte geschützt. ,2020-02-01T20:22:56Z,hdl:21.11113/0000-000C-B385-3,Kindergeschichten,"Diese Sammlung beinhaltet Kindergeschichten, die vom Englischen ins Deutsche übersetzt und unter zwei CC-Lizensen veröffentlicht worden sind, gemäß der Anforderungen des ursprünglichen Werkes. 1. CC BY-SA Link zur Lizenz: https://creativecommons.org/licenses/by-sa/4.0/ 2. CC BY-NC-SA Link zur Lizenz: https://creativecommons.org/licenses/by-nc-sa/4.0/",deu,,,DADD-INITIATIVE e.V,,,hdl:21.11113/0000-000C-B3A0-4,hdl:21.11113/0000-000C-B3A0-4
,doi:10.20375/0000-000C-B3A0-4,"Bharati Jagannathan; Preeti Krishnamurthy, DADD-INITIATIVE e.V",pdf,application,pdf,,,,,,,,,,,,,,
2021-07-29T09:48:24Z,doi:10.20375/0000-000E-6343-7,EuGH,application/pdf,application,pdf,"Vorratsdatenspeicherung ohne Anlass unzulässig - EuGH, Urt. v. 21.12.2016 in den verbundenen Rechtssachen C-203/15 und C-698/15",KriPoZ,2021-07-29T09:48:24Z,hdl:21.11113/0000-000E-633D-F,,,,,,Kriminalpolitische Zeitschrift,"KriPoZ 2017, 53 ff.",,hdl:21.11113/0000-000E-6343-7,hdl:21.11113/0000-000E-6343-7
,hdl:21.11113/0000-000E-6343-7,,,,,,,,,,,,,,,,,,
2020-02-24T14:47:55Z,hdl:21.11113/0000-000C-D84A-E,Institut für Zeitgeschichte München-Berlin / Leibniz Institute for Contemporary History (IfZ),text/xml,text,xml,DataCite.xml,Institut für Zeitgeschichte München-Berlin (IfZ),2020-02-24T14:47:55Z,hdl:21.11113/0000-000C-D838-2,,,,,,,,,hdl:21.11113/0000-000C-D84A-E,hdl:21.11113/0000-000C-D84A-E
,doi:10.20375/0000-000C-D84A-E,,,,,,,,,,,,,,,,,,
2021-04-08T10:28:16Z,hdl:21.11113/0000-000D-FF7E-8,Jörg Lehmann,text/vnd.dariah.dhrep.collection+turtle,text,turtle,Corpus 2: 84 primatological texts,CC BY,2021-04-08T10:28:16Z,hdl:21.11113/0000-000D-FF74-2,Quantification,"In a corpus consisting of 84 primatological texts, all the paratexts as well as narrative positions were collected and quantified. This data collection consists of a bibliography in two formats (.odt and UTF-8 encoded.csv), the raw data in two formats (.xls and UTF-8 encoded.csv), a file containing quantified data used for clustering (UTF-8 encoded.csv), code used in R for an exploratory analysis, and two sample dendrograms showing the results of the clustering. The results of the analysis were published in: Fabienne Kilchör, Jörg Lehmann, Katja Liebal und Oliver Lubrich, Diesseits von Eden. Paratexte und Bilder in der Primatographie, in: Scientia Poetica Vol.22(1), 2018, S. 151–179. https://doi.org/10.1515/scipo-2018-006",deu,,,,,,hdl:21.11113/0000-000D-FF7E-8,hdl:21.11113/0000-000D-FF7E-8
,doi:10.20375/0000-000D-FF7E-8,,,,,,,,,Literary Studies,,,,,,,,,
,,,,,,,,,,Primatology,,,,,,,,,
2020-02-02T16:02:43Z,doi:10.20375/0000-000C-B431-1,"Jen Thorpe, Lara Berge, Emma Beckett, DADD-INITIATIVE e.V",application/pdf,application,pdf,الطقس داخلي,CC-Lizenz. Einige Rechte geschützt. ,2020-02-02T16:02:43Z,hdl:21.11113/0000-000C-B3D7-7,Kindergeschichten,"Diese Sammlung beinhaltet Kindergeschichten, die vom Englischen ins Arabische übersetzt und unter zwei CC-Lizensen veröffentlicht worden sind, gemäß der Anforderungen des ursprünglichen Werkes. 1. CC BY-SA Link zur Lizenz: https://creativecommons.org/licenses/by-sa/4.0/ 2. CC BY-NC-SA Link zur Lizenz: https://creativecommons.org/licenses/by-nc-sa/4.0/ هذه مجموعة من القصص المترجمة للعربية وهي نتاج مشروع قامت به مبادرة ض في ألمانيا (DADD-INITIATIVE e.V.) كل القصص مدرجة ضمن تصنيف المشاع الإبداعي وفقاً للأصل ولما تم التوافق حوله مع المؤلفين. تصنيف القصص لرخصتين هما: 1. CC BY-SA رابط للرخصة: https://creativecommons.org/licenses/by-sa/4.0/ 2. CC BY-NC-SA رابط للرخصة https://creativecommons.org/licenses/by-nc-sa/4.0/",ara,,,DADD-INITIATIVE e.V,freekidsbooks.org,,hdl:21.11113/0000-000C-B431-1,hdl:21.11113/0000-000C-B431-1
,hdl:21.11113/0000-000C-B431-1,,pdf,application,pdf,,,,,,,,,,,,,,
2021-03-19T16:00:25Z,doi:10.20375/0000-000D-FE9F-3,JSSAL,text/vnd.dariah.dhrep.collection+turtle,text,turtle,"Ekic, D",JSSAL,2021-03-19T16:00:25Z,,,"The purpose of this study is to investigate whether perceived parental attitudes and subjective well-being in university students predict narcissistic personality tendencies. The study was conducted with 1377 students studying at various faculties of Inonu University in the academic year of 2014-2015 and participated in the study voluntarily. Of the obtained data, 1146 of which were completely filled were included in the study. The personal information form prepared by the researcher was used as the data collection tool in the study to obtain information about the Narcissistic Personality Inventory, Positive and Negative Affect Scale, Life Satisfaction Scale, Parent Attitude Scale and demographic variables. The data were analyzed with SPSS 18.0 package program. Multiple linear regression analysis was used to analyze the data. Parents' attitudes, which are perceived to be very low predictive levels of subjective well-being and sub-dimensions of narcissistic personality tendencies, were found not to predict sub-dimensions of narcissistic personality tendencies.",,,,,,,hdl:21.11113/0000-000D-FE9F-3,hdl:21.11113/0000-000D-FE9F-3
,hdl:21.11113/0000-000D-FE9F-3,,,,,,,,,,,,,,,,,,
2021-05-04T10:13:55Z,doi:10.20375/0000-000E-0F94-B,"Bluhm Katharina, Klimovich Stanislav, Pape Ulla",text/plain,text,plain,2012_Gazprom_Additional Agreement_2_to SECA 2011-2013_31.10.2012.pdf,ODC BY SA,2021-05-04T10:13:55Z,hdl:21.11113/0000-000E-0F80-1,,,,,,,,,hdl:21.11113/0000-000E-0F94-B,hdl:21.11113/0000-000E-0F94-B
,hdl:21.11113/0000-000E-0F94-B,,,,,,,,,,,,,,,,,,
2021-05-28T16:51:20Z,hdl:21.11113/0000-000E-557A-A,orcid.org/0000-0002-0865-2025,application/msword,application,msword,Transcripción del juicio por linderos de tierras entre Carlos Grijalba y naturales de Tapalpa,CC BY NC SA,2021-05-28T16:51:20Z,hdl:21.11113/0000-000E-556A-C,"Peticiones, Documentos Inéditos, Sociedad De Castas, Impuestos, Indios Laboríos, Época Colonial, México","Carlos Hilario Grijalba, indio laborio de Tecolotlán, en juicio por linderos de tierras con los naturales de Tapalpa; esto debido a la ubicación de un rancho del que fuera propietario por sucesión legítima de su padre, Pascual Antonio (1818-1839).",,,,Maria Sibylla Merian Centre Conviviality-Inequality Latin America,,,hdl:21.11113/0000-000E-557A-A,hdl:21.11113/0000-000E-557A-A
,doi:10.20375/0000-000E-557A-A,,,,,AD-ARAG-Civ-C465-E41-P7698-GrijalvaLaborioRancho-trans.rtf,,,,,,,,,,,,,
2021-08-13T06:14:06Z,doi:10.20375/0000-000E-67D6-D,Jörg Lehmann,text/plain,text,plain,T10.txt,CC BY,2021-08-13T06:14:06Z,hdl:21.11113/0000-000E-6729-1,,"21 Tragödien Calderón de la Barcas, txt-Dateien, UTF-8 codiert",,,,,,,hdl:21.11113/0000-000E-67D6-D,hdl:21.11113/0000-000E-67D6-D
,hdl:21.11113/0000-000E-67D6-D,,,,,,,,,,,,,,,,,,
2017-12-05T12:54:08Z,doi:10.20375/0000-000B-C961-5,"Honinghaus, Julius Vinzent",pdf,application,pdf,Universal-Kirchenzeitung-Faksimile_003.pdf,CC 0,2017-12-05T12:54:08Z,hdl:21.11113/0000-000B-C8F2-2,,,deu,,,,,,hdl:21.11113/0000-000B-C961-5,hdl:21.11113/0000-000B-C961-5
,hdl:21.11113/0000-000B-C961-5,"Mache, Beata",application/pdf,application,pdf,,,,,,,,,,,,,,
2021-08-02T07:51:17Z,doi:10.20375/0000-000E-669C-0,Prof. Dr. Anja Schiemann,text/vnd.dariah.dhrep.collection+turtle,text,turtle,Kriminalpolitische Zeitschrift (KriPoZ) Ausgabe 3/2018,KriPoZ,2021-08-02T07:51:17Z,,,,,,,Kriminalpolitische Zeitschrift,,,hdl:21.11113/0000-000E-669C-0,hdl:21.11113/0000-000E-669C-0
,hdl:21.11113/0000-000E-669C-0,Prof. Dr. Bernd Heinrich,,,,,,,,,,,,,,,,,
,,Prof. Dr. Gunnar Duttge,,,,,,,,,,,,,,,,,
2017-12-05T12:53:58Z,doi:10.20375/0000-000B-C957-1,"Mache, Beata",text/xml,text,xml,Universal-Kirchenzeitung-XML_088.xml,CC BY,2017-12-05T12:53:58Z,hdl:21.11113/0000-000B-C8F2-2,,,,,,,,,hdl:21.11113/0000-000B-C957-1,hdl:21.11113/0000-000B-C957-1
,hdl:21.11113/0000-000B-C957-1,,,,,,,,,,,,,,,,,,
2017-12-05T12:53:00Z,doi:10.20375/0000-000B-C91E-2,"Mache, Beata",text/xml,text,xml,Universal-Kirchenzeitung-XML_055.xml,CC BY,2017-12-05T12:53:00Z,hdl:21.11113/0000-000B-C8F2-2,,,,,,,,,hdl:21.11113/0000-000B-C91E-2,hdl:21.11113/0000-000B-C91E-2
,hdl:21.11113/0000-000B-C91E-2,,,,,,,,,,,,,,,,,,
2021-08-05T07:48:02Z,doi:10.20375/0000-000E-66EF-3,Prof. Dr. Gunnar Duttge,application/pdf,application,pdf,Das Bemessungsproblem bei der Operationalisierung der Schuldschwereklausel (§ 57a StGB),KriPoZ,2021-08-05T07:48:02Z,hdl:21.11113/0000-000E-66EB-7,,,,,,Kriminalpolitische Zeitschrift,"KriPoZ 2020, 91 ff.",,hdl:21.11113/0000-000E-66EF-3,hdl:21.11113/0000-000E-66EF-3
,hdl:21.11113/0000-000E-66EF-3,,,,,,,,,,,,,,,,,,
2017-12-05T12:53:02Z,doi:10.20375/0000-000B-C920-E,"Mache, Beata",text/xml,text,xml,Universal-Kirchenzeitung-XML_058.xml,CC BY,2017-12-05T12:53:02Z,hdl:21.11113/0000-000B-C8F2-2,,,,,,,,,hdl:21.11113/0000-000B-C920-E,hdl:21.11113/0000-000B-C920-E
,hdl:21.11113/0000-000B-C920-E,,,,,,,,,,,,,,,,,,
2020-11-27T14:10:05Z,doi:10.20375/0000-000D-D785-A,Heiko Pleines,text/plain,text,plain,oligarchs-UA-pleines-table.xls,individual license,2020-11-27T14:10:05Z,hdl:21.11113/0000-000D-D783-C,,,,,,,,,hdl:21.11113/0000-000D-D785-A,hdl:21.11113/0000-000D-D785-A
,hdl:21.11113/0000-000D-D785-A,,,,,,,,,,,,,,,,,,
2020-02-01T20:23:15Z,hdl:21.11113/0000-000C-B3B1-1,"Nyambura Kariuki, Paballo Rampa, Hannah Shone, Karen Hurt, DADD-INITIATIVE e.V",application/pdf,application,pdf,Toni geht in den Park,CC-Lizenz. Einige Rechte geschützt. ,2020-02-01T20:23:15Z,hdl:21.11113/0000-000C-B385-3,Kindergeschichten,"Diese Sammlung beinhaltet Kindergeschichten, die vom Englischen ins Deutsche übersetzt und unter zwei CC-Lizensen veröffentlicht worden sind, gemäß der Anforderungen des ursprünglichen Werkes. 1. CC BY-SA Link zur Lizenz: https://creativecommons.org/licenses/by-sa/4.0/ 2. CC BY-NC-SA Link zur Lizenz: https://creativecommons.org/licenses/by-nc-sa/4.0/",deu,,,DADD-INITIATIVE e.V,,,hdl:21.11113/0000-000C-B3B1-1,hdl:21.11113/0000-000C-B3B1-1
,doi:10.20375/0000-000C-B3B1-1,,pdf,application,pdf,,,,,,,,,,,,,,
2020-05-28T05:55:41Z,doi:10.20375/0000-000C-D911-C,José Calvo Tello,,,,styles,CC 0,2020-05-28T05:55:41Z,hdl:21.11113/0000-000C-D90A-5,,,,,,,,,hdl:21.11113/0000-000C-D911-C,hdl:21.11113/0000-000C-D911-C
,hdl:21.11113/0000-000C-D911-C,,,,,styles.css,,,,,,,,,,,,,
2021-05-28T16:51:04Z,doi:10.20375/0000-000E-556B-B,orcid.org/0000-0002-0865-2025,application/msword,application,msword,Readme-ARAG.rtf,CC BY NC SA,2021-05-28T16:51:04Z,hdl:21.11113/0000-000E-556A-C,"Peticiones, Documentos Inéditos, Sociedad De Castas, Impuestos, Época Colonial, México","Short text about the project, selected documents and related publications",eng,Text,Text,Maria Sibylla Merian Centre Conviviality-Inequality Latin America,,,hdl:21.11113/0000-000E-556B-B,hdl:21.11113/0000-000E-556B-B
,hdl:21.11113/0000-000E-556B-B,,,,,Readme-ARAG,,,,,,,,,,,,,
2020-10-15T10:22:33Z,doi:10.20375/0000-000D-398C-6,Heiko Pleines,text/plain,text,plain,complete-codes-merged.qdpx,ODC BY,2020-10-15T10:22:33Z,hdl:21.11113/0000-000D-398A-8,,,,,,,,,hdl:21.11113/0000-000D-398C-6,hdl:21.11113/0000-000D-398C-6
,hdl:21.11113/0000-000D-398C-6,,,,,,,,,,,,,,,,,,
2019-11-27T14:23:58Z,hdl:21.11113/0000-000C-4EB7-F,Christof Schöch,text/vnd.dariah.dhrep.collection+turtle,text,turtle,DH Trier,CC BY,2019-11-27T14:23:58Z,,,A collection for documents pertaining to Digital Humanities at the University of Trier.,,,,,,,hdl:21.11113/0000-000C-4EB7-F,hdl:21.11113/0000-000C-4EB7-F
,doi:10.20375/0000-000C-4EB7-F,,,,,,,,,,,,,,,,,,
2021-08-13T06:14:00Z,hdl:21.11113/0000-000E-67CF-6,Jörg Lehmann,text/plain,text,plain,T3.txt,CC BY,2021-08-13T06:14:00Z,hdl:21.11113/0000-000E-6729-1,,"21 Tragödien Calderón de la Barcas, txt-Dateien, UTF-8 codiert",,,,,,,hdl:21.11113/0000-000E-67CF-6,hdl:21.11113/0000-000E-67CF-6
,doi:10.20375/0000-000E-67CF-6,,,,,,,,,,,,,,,,,,
2021-08-02T07:51:19Z,doi:10.20375/0000-000E-669F-D,J.-Prof. PD Dr. Elisa Hoven,application/pdf,application,pdf,Zur Strafbarkeit von Täuschungen im Sexualstrafrecht,KriPoZ,2021-08-02T07:51:19Z,hdl:21.11113/0000-000E-669C-0,,,,,,Kriminalpolitische Zeitschrift,"KriPoZ 2018, 156 ff.",,hdl:21.11113/0000-000E-669F-D,hdl:21.11113/0000-000E-669F-D
,hdl:21.11113/0000-000E-669F-D,Prof. Dr. Thomas Weigend,,,,,,,,,,,,,,,,,
2020-05-28T05:55:16Z,doi:10.20375/0000-000C-D90B-4,José Calvo Tello,,,,README.md,CC 0,2020-05-28T05:55:16Z,hdl:21.11113/0000-000C-D90A-5,,,,,,,,,hdl:21.11113/0000-000C-D90B-4,hdl:21.11113/0000-000C-D90B-4
,hdl:21.11113/0000-000C-D90B-4,,,,,,,,,,,,,,,,,,
2020-02-02T16:01:04Z,hdl:21.11113/0000-000C-B3D7-7,DADD-INITIATIVE e.V,text/vnd.dariah.dhrep.collection+turtle,text,turtle,DADD STORIES ARABIC حكايات ض,CC-Lizenz. Einige Rechte geschützt. ,2020-02-02T16:01:04Z,,Kindergeschichten,"Diese Sammlung beinhaltet Kindergeschichten, die vom Englischen ins Arabische übersetzt und unter zwei CC-Lizensen veröffentlicht worden sind, gemäß der Anforderungen des ursprünglichen Werkes. 1. CC BY-SA Link zur Lizenz: https://creativecommons.org/licenses/by-sa/4.0/ 2. CC BY-NC-SA Link zur Lizenz: https://creativecommons.org/licenses/by-nc-sa/4.0/ هذه مجموعة من القصص المترجمة للعربية وهي نتاج مشروع قامت به مبادرة ض في ألمانيا (DADD-INITIATIVE e.V.) كل القصص مدرجة ضمن تصنيف المشاع الإبداعي وفقاً للأصل ولما تم التوافق حوله مع المؤلفين. تصنيف القصص لرخصتين هما: 1. CC BY-SA رابط للرخصة: https://creativecommons.org/licenses/by-sa/4.0/ 2. CC BY-NC-SA رابط للرخصة https://creativecommons.org/licenses/by-nc-sa/4.0/",ara,,,DADD-INITIATIVE e.V,freekidsbooks.org,,hdl:21.11113/0000-000C-B3D7-7,hdl:21.11113/0000-000C-B3D7-7
,doi:10.20375/0000-000C-B3D7-7,,pdf,application,pdf,,,,,,,,,,,,,,
2021-08-02T09:08:09Z,doi:10.20375/0000-000E-66C9-D,Prof. Dr. Martin Böse,application/pdf,application,pdf,Der Kommissionsvorschlag zum transnationalen Zugriff auf elektronische Beweismittel – Rückzug des Staates aus der Rechtshilfe?,KriPoZ,2021-08-02T09:08:09Z,hdl:21.11113/0000-000E-66C7-F,,,,,,Kriminalpolitische Zeitschrift,"KriPoZ 2019, 140 ff.",,hdl:21.11113/0000-000E-66C9-D,hdl:21.11113/0000-000E-66C9-D
,hdl:21.11113/0000-000E-66C9-D,,,,,,,,,,,,,,,,,,
2017-12-05T12:56:38Z,doi:10.20375/0000-000B-C9F7-C,"Mache, Beata",application/pdf,application,pdf,Universal-Kirchenzeitung-Volltext_046.pdf,CC BY,2017-12-05T12:56:38Z,hdl:21.11113/0000-000B-C8F2-2,,,deu,,,,,,hdl:21.11113/0000-000B-C9F7-C,hdl:21.11113/0000-000B-C9F7-C
,hdl:21.11113/0000-000B-C9F7-C,,pdf,application,pdf,,,,,,,,,,,,,,
2020-05-28T05:55:18Z,doi:10.20375/0000-000C-D90D-2,José Calvo Tello,text/xml,text,xml,XML-TEI Bible,CC BY,2020-05-28T05:55:18Z,hdl:21.11113/0000-000C-D90A-5,Direct Speech,"This project contains the biblical text in XML-TEI (66 books). The encoded text is in Spanish, but the codification (elements, attributes, values, ids) is in English. It makes explicit following information: Books, chapters, pericopes and verses. References to peoples, places, times, groups and books, using ids. Direct speech, including who is communicating, to whom and how (written, oral, prayer...).",spa,Text,Text,,,,hdl:21.11113/0000-000C-D90D-2,hdl:21.11113/0000-000C-D90D-2
,hdl:21.11113/0000-000C-D90D-2,,,,,,,,,Bibel,,,,,,,,,
,,,,,,,,,,Tei,,,,,,,,,
,,,,,,,,,,Romanistik,,,,,,,,,
,,,,,,,,,,Entities,,,,,,,,,
2020-09-16T21:22:32Z,doi:10.20375/0000-000D-1D36-7,"Jörg Lehmann (Eberhard Karls Universität Tübingen), creator",image/tiff,image,tiff,Revistas culturales históricas en lengua española desde el modernismo hasta las vanguardias: procesos de modernización y formación de redes transnacionales,CC BY,2020-09-16T21:22:32Z,hdl:21.11113/0000-000D-1CFF-6,Historical Spanish-language Cultural Magazines,This file visualizes fictional prose writers contributing to more than one magazine on a world map (only those who contributed to more than one magazine).,spa,Graphs,,,,,hdl:21.11113/0000-000D-1D36-7,hdl:21.11113/0000-000D-1D36-7
,hdl:21.11113/0000-000D-1D36-7,,.tif,,,Spanish-language Cultural Magazines from Modernismo to Avant-Garde: Processes of Modernization and Transnational Network Formation,CC BY,,,Análisis De Redes,,eng,Gráficos,Image,,,,,
,,,,image,tiff,08-Teresa-Herzgsell_Genre-distribution-and-Fictional-Prose-Figure-2.tif,,,,Texts,,,,,,,,,
,,,,,,Graphs,,,,Revistas Culturales Históricas En Lengua Española,,,,,,,,,
,,,,,,,,,,Historia Y Filosofía,,,,,,,,,
,,,,,,,,,,Romance Philology,,,,,,,,,
,,,,,,,,,,General And Comparative Literature And Cultural Studies,,,,,,,,,
,,,,,,,,,,Digital Humanities,,,,,,,,,
